Time,Mass (grams),Speed (rad/s)
0.00849604606628418,-0.14012572765350341796,2.5
0.008605003356933594,-0.15924568176269531250,2.5
0.008714914321899414,-0.15374542236328125000,2.5
0.008825063705444336,-0.14195914268493652343,2.5
0.008939027786254883,-0.14798324108123779296,2.5
0.009048938751220703,-0.14274489879608154296,2.5
0.009158134460449219,-0.14929282665252685546,2.5
0.009266853332519531,-0.15950760841369628906,2.5
0.009375810623168945,-0.14064955711364746093,2.5
0.009482860565185547,-0.13750655651092529296,2.5
0.009592056274414062,-0.15924568176269531250,2.5
0.009703874588012695,-0.38475645065307617187,2.5
0.00981903076171875,-0.55107393264770507812,2.5
0.00993490219116211,-0.36223154067993164062,2.5
0.010045766830444336,-0.39811420440673828125,2.5
0.010158061981201172,-0.72420120239257812500,2.5
0.010276079177856445,-0.97590360641479492187,2.5
0.01038503646850586,-1.08302783966064453125,2.5
0.010495901107788086,-1.06783664226531982421,2.5
0.0106048583984375,-0.96045055389404296875,2.5
0.010715961456298828,-0.80382404327392578125,2.5
0.09529685974121094,-0.70272397994995117187,2.5
0.18725085258483887,-0.62100577354431152343,5.0
0.2783191204071045,-0.30539550781250000000,7.5
0.3703429698944092,0.54138298034667968750,10.0
0.46231698989868164,1.20403361320495605468,12.5
0.5542807579040527,1.03195393085479736328,15.0
0.6462969779968262,0.45652174949645996093,17.5
0.7383008003234863,0.17915140151977539062,20.0
0.8302669525146484,0.12126768827438354492,22.5
0.921320915222168,0.01728653907775878906,25.0
1.0133018493652344,-0.15217392444610595703,27.5
1.1052939891815186,-0.23415400981903076171,30.0
1.1972849369049072,-0.25589313507080078125,30.0
1.2892799377441406,-0.30906236171722412109,32.5
1.381295919418335,-0.26427450180053710937,35.0
1.473276138305664,-0.20927188396453857421,37.5
1.5652861595153809,-0.20822420120239257812,40.0
1.6563220024108887,-0.21424829959869384765,42.5
1.748255968093872,-0.32451546192169189453,45.0
1.8402988910675049,-0.30277633666992187500,47.5
1.9322888851165771,-0.24463071823120117187,50.0
2.0242559909820557,-0.24620220661163330078,52.5
2.1162588596343994,-0.25248823165893554687,55.0
2.208256959915161,-0.27213201522827148437,57.5
2.3002548217773438,-0.41173391342163085937,57.5
2.391317844390869,-0.61262440681457519531,60.0
2.4833168983459473,-0.72682037353515625000,62.5
2.575289011001587,-0.83368263244628906250,65.0
2.667267084121704,-0.94656887054443359375,67.5
2.7592718601226807,-1.11419594287872314453,70.0
2.8512890338897705,-1.33682560920715332031,72.5
2.9432711601257324,-1.33211112022399902343,75.0
3.0352649688720703,-1.16526985168457031250,77.5
3.126297950744629,-1.10974335670471191406,80.0
3.2182729244232178,-1.56495561599731445312,82.5
3.310286045074463,-2.15374541282653808593,85.0
3.402276039123535,-2.48952341079711914062,87.5
3.494297981262207,-2.81875343322753906250,87.5
3.5862479209899902,-3.22655844688415527343,90.0
3.6782798767089844,-3.72943973541259765625,92.5
3.7702829837799072,-4.29701423645019531250,95.0
3.8622210025787354,-4.87506580352783203125,97.5
3.953294038772583,-5.29544305801391601562,100.0
4.045263051986694,-5.86013650894165039062,102.5
4.137264013290405,-6.95861721038818359375,105.0
4.2292609214782715,-8.36380290985107421875,107.5
4.321274995803833,-9.76008415222167968750,110.0
4.413266181945801,-11.09245681762695312500,112.5
4.505281925201416,-12.56521797180175781250,115.0
4.59726881980896,-14.18884277343750000000,115.0
4.688306093215942,-16.02959823608398437500,117.5
4.78028678894043,-18.13750648498535156250,120.0
4.872285842895508,-20.16605567932128906250,122.5
4.964274168014526,-22.03431129455566406250,125.0
5.056239128112793,-24.02200126647949218750,127.5
5.148267030715942,-26.18491554260253906250,130.0
5.240281105041504,-28.30172920227050781250,132.5
5.332226037979126,-30.44997596740722656250,135.0
5.423301935195923,-32.70822525024414062500,137.5
5.515300989151001,-35.03300476074218750000,140.0
5.6073479652404785,-37.55683898925781250000,142.5
5.699297904968262,-40.24803543090820312500,142.5
5.791254997253418,-42.70377349853515625000,145.0
5.883253812789917,-44.99502563476562500000,147.5
5.975271940231323,-47.30618286132812500000,150.0
6.067263841629028,-49.60633850097656250000,152.5
6.1582958698272705,-51.81116104125976562500,155.0
6.250272989273071,-54.25589370727539062500,157.5
6.34227180480957,-56.91094970703125000000,160.0
